GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
HSD11B2,16,67436794,na,na,Pathogenic,Apparent mineralocorticoid excess,GRCh38,single nucleotide variant
HSD11B2,16,67436101,na,na,Pathogenic/Likely pathogenic,Apparent mineralocorticoid excess|not provided,GRCh38,single nucleotide variant
HSD11B2,16,67436620,na,na,Pathogenic,Apparent mineralocorticoid excess,GRCh38,single nucleotide variant
HSD11B2,16,67436264,na,na,Pathogenic,"Apparent mineralocorticoid excess, mild",GRCh38,single nucleotide variant
HSD11B2,16,67436251,na,na,Uncertain significance,Apparent mineralocorticoid excess|not provided,GRCh38,single nucleotide variant
C7,5,40979743,na,na,Pathogenic,Complement component 7 deficiency,GRCh38,single nucleotide variant
C7,5,40959520,na,na,Conflicting classifications of pathogenicity,"Complement component 7 deficiency|C7 and C6 deficiency, combined subtotal|not provided|C7-related disorder|not specified",GRCh38,single nucleotide variant
C7,5,40931063,na,na,Pathogenic,Complement component 7 deficiency|not provided,GRCh38,single nucleotide variant
C7,5,40955428,na,na,Conflicting classifications of pathogenicity,Complement component 7 deficiency|not provided|C7-related disorder,GRCh38,single nucleotide variant
C7,5,40958230,na,na,Pathogenic,Complement component 7 deficiency,GRCh38,single nucleotide variant
CFI,4,109746398,na,na,Conflicting classifications of pathogenicity,Factor I deficiency|not provided,GRCh38,single nucleotide variant
CFI,4,109746231,na,na,Pathogenic/Likely pathogenic,Atypical hemolytic-uremic syndrome with I factor anomaly|CFI-related disorder|not provided,GRCh38,single nucleotide variant
CFI,4,109741074,na,na,risk factor,Atypical hemolytic-uremic syndrome with I factor anomaly,GRCh38,single nucleotide variant
CFI,4,109741008,na,na,risk factor,Atypical hemolytic-uremic syndrome with I factor anomaly,GRCh38,single nucleotide variant
CFI,4,109760567,na,na,Pathogenic,Factor I deficiency,GRCh38,single nucleotide variant
CFI,4,109749594,na,na,Uncertain significance,Atypical hemolytic-uremic syndrome with I factor anomaly|not provided|Factor I deficiency;Atypical hemolytic-uremic syndrome with I factor anomaly;Age related macular degeneration 13,GRCh38,single nucleotide variant
CFI,4,109741090,na,na,Uncertain significance,Atypical hemolytic-uremic syndrome with I factor anomaly|not provided,GRCh38,single nucleotide variant
C2,6,31933876,na,na,Pathogenic,"C2 deficiency, type II",GRCh38,single nucleotide variant
C2,6,31943254,na,na,Uncertain significance,"C2 deficiency, type II|not provided",GRCh38,single nucleotide variant
C2,6,31936027,na,na,Benign/Likely benign,Age related macular degeneration 14|Complement component 2 deficiency|not specified|not provided|Complement component 2 deficiency;Age related macular degeneration 14,GRCh38,single nucleotide variant
C2,6,31943161,na,na,protective,Age related macular degeneration 14,GRCh38,single nucleotide variant
SLC25A20,3,48862581,na,na,Pathogenic,Carnitine acylcarnitine translocase deficiency|not provided,GRCh38,single nucleotide variant
SLC25A20,3,48884134,na,na,Pathogenic,not provided|Carnitine acylcarnitine translocase deficiency|SLC25A20-related disorder,GRCh38,single nucleotide variant
SLC25A20,3,48859097,na,na,Pathogenic,Carnitine acylcarnitine translocase deficiency|not provided,GRCh38,single nucleotide variant
FUT1,19,48750334,na,na,Affects,Bombay phenotype,GRCh38,single nucleotide variant
FUT1,19,48750791,na,na,Pathogenic,Para-Bombay phenotype,GRCh38,single nucleotide variant
FUT1,19,48750456,na,na,Pathogenic,Para-Bombay phenotype,GRCh38,single nucleotide variant
FUT1,19,48750557,na,na,Pathogenic; Affects,"BOMBAY PHENOTYPE, DIGENIC|Bombay phenotype",GRCh38,single nucleotide variant
BBS1,11,66526181,na,na,Pathogenic/Likely pathogenic,Bardet-Biedl syndrome 1|Bardet-Biedl syndrome|Retinitis pigmentosa|not provided|Retinal dystrophy|Usher syndrome|BBS1-related disorder|See cases|Inborn genetic diseases,GRCh38,single nucleotide variant
BBS1,11,66531692,na,na,Pathogenic,Bardet-Biedl syndrome 1|Bardet-Biedl syndrome|not provided|Inborn genetic diseases|Retinitis pigmentosa|BBS1-related disorder,GRCh38,single nucleotide variant
BBS1,11,66514679,na,na,Pathogenic,Bardet-Biedl syndrome 1|Bardet-Biedl syndrome|not provided|BBS1-related disorder,GRCh38,single nucleotide variant
BBS1,11,66530973,na,na,Conflicting classifications of pathogenicity,Bardet-Biedl syndrome 1|Bardet-Biedl syndrome|Retinal dystrophy|not provided,GRCh38,single nucleotide variant
BBS1,11,66519725,na,na,Benign/Likely benign,"Bardet-Biedl syndrome|not provided|not specified|BBS1-related ciliopathy|Bardet-Biedl syndrome 1|Bardet-Biedl syndrome 1/7, digenic",GRCh38,single nucleotide variant
CYP21A2,6,32039426,na,na,Conflicting classifications of pathogenicity,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|Inborn genetic diseases|not provided|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
CYP21A2,6,32040110,na,na,Pathogenic/Likely pathogenic,"Carcinoma, adrenocortical, androgen-secreting|Inborn genetic diseases|Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|Adenoma, cortisol-producing|not provided|CYP21A2-related disorder|Congenital adrenal hyperplasia",GRCh38,single nucleotide variant
CYP21A2;LOC106780800;TNXB,6,32040535,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided|CYP21A2-related disorder,GRCh38,single nucleotide variant
CYP21A2,6,32038514,na,na,Pathogenic/Likely pathogenic,not provided|Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,GRCh38,single nucleotide variant
CYP21A2;LOC106780800;TNXB,6,32040072,na,na,Benign,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|Congenital adrenal hyperplasia|21-HYDROXYLASE POLYMORPHISM|not specified|not provided,GRCh38,single nucleotide variant
CYP21A2,6,32039081,na,na,Conflicting classifications of pathogenicity,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided|Inborn genetic diseases|See cases|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
CYP21A2,6,32040140,na,na,Pathogenic/Likely pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided,GRCh38,single nucleotide variant
CYP21A2,6,32039118,na,na,no classification for the single variant,-,GRCh38,single nucleotide variant
CYP21A2,6,32041006,na,na,Pathogenic/Likely pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided|CYP21A2-related disorder|Congenital lipoid adrenal hyperplasia due to STAR deficency|See cases,GRCh38,single nucleotide variant
CYP21A2,6,32040206,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,GRCh38,single nucleotide variant
CYP21A2;LOC106780800;TNXB,6,32040421,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided|CYP21A2-related disorder|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
CYP21A2,6,32040485,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,GRCh38,single nucleotide variant
CYP21A2,6,32040766,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided,GRCh38,single nucleotide variant
CYP21A2,6,32040692,na,na,Uncertain significance,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not specified,GRCh38,single nucleotide variant
CYP21A2,6,32039810,na,na,Conflicting classifications of pathogenicity,not provided|Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
CYP21A2,6,32040926,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|CYP21A2-related disorder|not provided,GRCh38,single nucleotide variant
CYP21A2,6,32039092,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,GRCh38,single nucleotide variant
CYP21A2,6,32040871,na,na,Pathogenic,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not provided,GRCh38,single nucleotide variant
CYP21A2,6,32040675,na,na,Pathogenic,"Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency",GRCh38,single nucleotide variant
CYP21A2,6,32038610,na,na,Conflicting classifications of pathogenicity,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency|not specified|Congenital adrenal hyperplasia|not provided,GRCh38,single nucleotide variant
HSD3B2,1,119422013,na,na,Pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency|not provided,GRCh38,single nucleotide variant
HSD3B2,1,119422246,na,na,Pathogenic,not provided|3 beta-Hydroxysteroid dehydrogenase deficiency|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
HSD3B2,1,119415448,na,na,Likely pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency,GRCh38,single nucleotide variant
HSD3B2,1,119422620,na,na,Pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency,GRCh38,single nucleotide variant
HSD3B2,1,119421925,na,na,Pathogenic/Likely pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency|not provided,GRCh38,single nucleotide variant
HSD3B2,1,119422165,na,na,Pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
HSD3B2,1,119422277,na,na,Pathogenic/Likely pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency|not provided|Congenital adrenal hyperplasia,GRCh38,single nucleotide variant
HSD3B2,1,119422523,na,na,Pathogenic,3 beta-Hydroxysteroid dehydrogenase deficiency,GRCh38,single nucleotide variant
XBP1,22,28800769,na,na,risk factor,-,GRCh38,single nucleotide variant
VCL,10,74112086,na,na,Uncertain significance,Dilated cardiomyopathy 1W|Hypertrophic cardiomyopathy 15|Cardiovascular phenotype|Dilated cardiomyopathy 1W;Hypertrophic cardiomyopathy 15|Primary familial hypertrophic cardiomyopathy,GRCh38,single nucleotide variant
VCL,10,74082499,na,na,Conflicting classifications of pathogenicity,Hypertrophic cardiomyopathy 15|Cardiovascular phenotype|Hypertrophic cardiomyopathy|Dilated cardiomyopathy 1W|not provided|Dilated cardiomyopathy 1W;Hypertrophic cardiomyopathy 15|not specified|Cardiomyopathy,GRCh38,single nucleotide variant
VIM,10,17229873,na,na,Pathogenic,Cataract 30|not provided,GRCh38,single nucleotide variant
VLDLR,9,2643480,na,na,Pathogenic,"Cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1",GRCh38,single nucleotide variant
AVP,20,3083037,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3083156,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3084620,na,na,Pathogenic,Neurohypophyseal diabetes insipidus|not provided|AVP-related disorder,GRCh38,single nucleotide variant
AVP,20,3083005,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3083022,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3083012,na,na,Conflicting classifications of pathogenicity,Neurohypophyseal diabetes insipidus|not provided,GRCh38,single nucleotide variant
AVP,20,3084619,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3083138,na,na,Likely pathogenic,Neurohypophyseal diabetes insipidus|not provided,GRCh38,single nucleotide variant
AVP,20,3083139,na,na,Pathogenic,Neurohypophyseal diabetes insipidus|not provided,GRCh38,single nucleotide variant
AVP,20,3082788,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3083039,na,na,Pathogenic,Neurohypophyseal diabetes insipidus|not provided,GRCh38,single nucleotide variant
AVP,20,3083024,na,na,Likely pathogenic,Neurohypophyseal diabetes insipidus|AVP-related disorder,GRCh38,single nucleotide variant
AVP,20,3083099,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
AVP,20,3084655,na,na,Pathogenic,"Diabetes insipidus, neurohypophyseal, autosomal recessive",GRCh38,single nucleotide variant
AVP,20,3082779,na,na,Pathogenic,Neurohypophyseal diabetes insipidus|not provided,GRCh38,single nucleotide variant
AVP,20,3084614,na,na,Pathogenic,Neurohypophyseal diabetes insipidus,GRCh38,single nucleotide variant
VEGFA,6,43770613,na,na,Benign,"Microvascular complications of diabetes, susceptibility to, 1|not provided",GRCh38,single nucleotide variant
VEGFA,6,43768652,na,na,Benign,"Atherosclerosis, susceptibility to",GRCh38,single nucleotide variant
ATP6V1B1,2,70936045,na,na,Pathogenic,Renal tubular acidosis with progressive nerve deafness|not provided,GRCh38,single nucleotide variant
ATP6V1B1,2,70960079,na,na,Pathogenic/Likely pathogenic,Renal tubular acidosis with progressive nerve deafness|not provided,GRCh38,single nucleotide variant
ATP6V1B1,2,70958113,na,na,Pathogenic,Renal tubular acidosis with progressive nerve deafness|Nephrolithiasis;Nephrocalcinosis|Distal renal tubular acidosis|not provided,GRCh38,single nucleotide variant
ATP6V1B1,2,70958103,na,na,Pathogenic/Likely pathogenic,Renal tubular acidosis with progressive nerve deafness|Inborn genetic diseases|not provided,GRCh38,single nucleotide variant
CDH1,16,68823593,na,na,Likely benign,Hereditary diffuse gastric adenocarcinoma|Endometrial carcinoma|Hereditary cancer-predisposing syndrome|Malignant tumor of breast|CDH1-related diffuse gastric and lobular breast cancer syndrome|not specified|not provided,GRCh38,single nucleotide variant
CDH1,16,68822138,na,na,Benign,Endometrial carcinoma|Hereditary diffuse gastric adenocarcinoma|not provided|Hereditary cancer-predisposing syndrome|not specified|Malignant tumor of breast|6 conditions|Breast and/or ovarian cancer|CDH1-related diffuse gastric and lobular breast cancer syndrome,GRCh38,single nucleotide variant
CDH1,16,68833362,na,na,Likely benign,Ovarian neoplasm|not specified|Hereditary cancer-predisposing syndrome|Hereditary diffuse gastric adenocarcinoma|Familial cancer of breast|6 conditions|not provided|Familial cancer of breast;Ovarian cancer|CDH1-related diffuse gastric and lobular breast cancer syndrome|CDH1-related disorder,GRCh38,single nucleotide variant
CDH1,16,68810290,na,na,Pathogenic,Breast lobular carcinoma|Hereditary diffuse gastric adenocarcinoma|Gastric cancer|CDH1-related diffuse gastric and lobular breast cancer syndrome|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
CDH1,16,68823557,na,na,Pathogenic,Hereditary diffuse gastric adenocarcinoma|CDH1-related diffuse gastric and lobular breast cancer syndrome|Familial cancer of breast;Ovarian cancer|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
CDH1,16,68738307,na,na,Pathogenic,Hereditary diffuse gastric adenocarcinoma|CDH1-related diffuse gastric and lobular breast cancer syndrome,GRCh38,single nucleotide variant
CDH1,16,68738318,na,na,Pathogenic,Hereditary diffuse gastric adenocarcinoma|Hereditary cancer-predisposing syndrome|CDH1-related diffuse gastric and lobular breast cancer syndrome,GRCh38,single nucleotide variant
CDH1,16,68822081,na,na,Pathogenic,Hereditary diffuse gastric adenocarcinoma|Hereditary cancer-predisposing syndrome|not provided|CDH1-related diffuse gastric and lobular breast cancer syndrome|Familial cancer of breast,GRCh38,single nucleotide variant
CDH1,16,68822190,na,na,Pathogenic/Likely pathogenic,Hereditary diffuse gastric adenocarcinoma|Hereditary cancer-predisposing syndrome|Malignant tumor of breast|not provided,GRCh38,single nucleotide variant
CDH1,16,68812144,na,na,Benign,Hereditary diffuse gastric adenocarcinoma|Hereditary cancer-predisposing syndrome|not specified|Gastric adenocarcinoma|not provided|CDH1-related disorder|Breast and/or ovarian cancer|CDH1-related diffuse gastric and lobular breast cancer syndrome,GRCh38,single nucleotide variant
CDH1,16,68833344,na,na,Benign,Hereditary diffuse gastric adenocarcinoma|Hereditary cancer-predisposing syndrome|Neoplasm of stomach|not specified|not provided|Hereditary breast ovarian cancer syndrome|CDH1-related diffuse gastric and lobular breast cancer syndrome|CDH1-related disorder|Familial cancer of breast;Ovarian cancer,GRCh38,single nucleotide variant
CDH1,16,68737131,na,na,Benign,not provided|Hereditary diffuse gastric adenocarcinoma|CDH1-related diffuse gastric and lobular breast cancer syndrome|Prostate cancer susceptibility,GRCh38,single nucleotide variant
CDH1,16,68808569,na,na,Pathogenic,Diffuse gastric and lobular breast cancer syndrome with cleft lip and with or without cleft palate,GRCh38,single nucleotide variant
SCGB1A1,11,62419058,na,na,Uncertain significance,Inherited susceptibility to asthma,GRCh38,single nucleotide variant
UMOD,16,20348858,na,na,Pathogenic,Familial juvenile hyperuricemic nephropathy type 1|not provided,GRCh38,single nucleotide variant
UMOD,16,20348652,na,na,Pathogenic,Familial juvenile hyperuricemic nephropathy type 1,GRCh38,single nucleotide variant
UMOD,16,20348994,na,na,Likely pathogenic,Familial juvenile hyperuricemic nephropathy type 1|UMOD-related disorder,GRCh38,single nucleotide variant
UMOD,16,20349071,na,na,Pathogenic,Familial juvenile hyperuricemic nephropathy type 1,GRCh38,single nucleotide variant
UMOD,16,20348925,na,na,Pathogenic,Familial juvenile hyperuricemic nephropathy type 1,GRCh38,single nucleotide variant
